global_order,step_no,step_title,sub_step_no,sub_step_title,position,sl_no,id,title,difficulty,difficulty_code,tags,leetcode,coding_ninjas,gfg,youtube,article,tuf_plus,tuf_plus_editorial,leetcode_original,coding_ninjas_original,gfg_original,youtube_original,article_original,tuf_plus_original,tuf_plus_editorial_original,flags_and_link_issues
419,16,Dynamic Programming [Patterns and Problems],6,DP on Stocks,2,2,byndsllstckiidp36,Buy and Sell Stock - II|(DP-36),Hard,2,Arrays | Dynamic Programming | Recursion | Data Structures,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-ii/,https://www.codingninjas.com/studio/problems/best-time-to-buy-and-sell-stock-ii_630282,https://www.geeksforgeeks.org/problems/buy-stock-2/1,https://www.youtube.com/watch?v=nGJmxkUJQGs,https://takeuforward.org/data-structure/buy-and-sell-stock-ii-dp-36/,https://takeuforward.org/plus/dsa/problems/best-time-to-buy-and-sell-stock-ii,https://takeuforward.org/plus/dsa/problems/best-time-to-buy-and-sell-stock-ii?tab=editorial,,https://www.codingninjas.com/studio/problems/best-time-to-buy-and-sell-stock-ii_630282?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3gkV5en,https://youtu.be/nGJmxkUJQGs,,,,gfg:bitly_expanded_destination_unverified; tuf_plus_editorial:whitespace_trimmed
420,16,Dynamic Programming [Patterns and Problems],6,DP on Stocks,3,3,byndsllstcksiiidp37,Buy and Sell Stocks III|(DP-37),Hard,2,Dynamic Programming | Arrays | Recursion | Data Structures,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-iii/description/,https://www.codingninjas.com/studio/problems/best-time-to-buy-and-sell-stock-iii_1071012,https://practice.geeksforgeeks.org/problems/buy-and-sell-a-share-at-most-twice/1,https://www.youtube.com/watch?v=-uQGzhYj8BQ,https://takeuforward.org/data-structure/buy-and-sell-stock-iii-dp-37/,https://takeuforward.org/plus/dsa/problems/best-time-to-buy-and-sell-stock-iii,https://takeuforward.org/plus/dsa/problems/best-time-to-buy-and-sell-stock-iii?tab=editorial,,https://www.codingninjas.com/studio/problems/best-time-to-buy-and-sell-stock-iii_1071012?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,,https://youtu.be/-uQGzhYj8BQ,,,,
421,16,Dynamic Programming [Patterns and Problems],6,DP on Stocks,4,4,byndstcksllivdp38,Buy and Stock Sell IV |(DP-38),Hard,2,Arrays | Data Structures | Dynamic Programming | Recursion,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-iv/,https://www.codingninjas.com/studio/problems/best-time-to-buy-and-sell-stock-iv_1080698,https://practice.geeksforgeeks.org/problems/maximum-profit4657/1,https://www.youtube.com/watch?v=IV1dHbk5CDc,https://takeuforward.org/data-structure/buy-and-sell-stock-iv-dp-38/,https://takeuforward.org/plus/dsa/problems/best-time-to-buy-and-sell-stock-iv,https://takeuforward.org/plus/dsa/problems/best-time-to-buy-and-sell-stock-iv?tab=editorial,,https://www.codingninjas.com/studio/problems/best-time-to-buy-and-sell-stock-iv_1080698?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,,https://youtu.be/IV1dHbk5CDc,,,,
422,16,Dynamic Programming [Patterns and Problems],6,DP on Stocks,5,5,byndsllstckswithcldwndp39,Buy and Sell Stocks With Cooldown|(DP-39),Hard,2,Arrays | Data Structures | Recursion | Dynamic Programming,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-with-cooldown/,https://www.codingninjas.com/studio/problems/best-time-to-buy-and-sell-stock-with-cooldown_3125969,https://www.geeksforgeeks.org/problems/buy-stock-with-cooldown/1,https://www.youtube.com/watch?v=IGIe46xw3YY,https://takeuforward.org/data-structure/buy-and-sell-stocks-with-cooldown-dp-39/,,,,https://www.codingninjas.com/studio/problems/best-time-to-buy-and-sell-stock-with-cooldown_3125969?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3GycvyA,https://youtu.be/IGIe46xw3YY,,,,gfg:bitly_expanded_destination_unverified
423,16,Dynamic Programming [Patterns and Problems],6,DP on Stocks,6,6,byndsllstckswithtrnsctinfdp40,Buy and Sell Stocks With Transaction Fee|(DP-40),Hard,2,Arrays | Data Structures | Recursion | Dynamic Programming,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-with-transaction-fee/,https://www.codingninjas.com/studio/problems/best-time-to-buy-and-sell-stock-with-transaction-fee_3118974,https://www.geeksforgeeks.org/problems/buy-stock-with-transaction-fee/1,https://www.youtube.com/watch?v=k4eK-vEmnKg,https://takeuforward.org/data-structure/buy-and-sell-stocks-with-transaction-fees-dp-40/,https://takeuforward.org/plus/dsa/problems/best-time-to-buy-and-sell-stock-with-cooldown-and-transaction-fees,https://takeuforward.org/plus/dsa/problems/best-time-to-buy-and-sell-stock-with-cooldown-and-transaction-fees?tab=editorial,,https://www.codingninjas.com/studio/problems/best-time-to-buy-and-sell-stock-with-transaction-fee_3118974?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3AwUkpe,https://youtu.be/k4eK-vEmnKg,,,,gfg:bitly_expanded_destination_unverified
424,16,Dynamic Programming [Patterns and Problems],7,DP on LIS,1,1,lngstincrsingsbsqncdp41,Longest Increasing Subsequence |(DP-41),Hard,2,Arrays | Recursion | Dynamic Programming | Data Structures,https://leetcode.com/problems/longest-increasing-subsequence/,https://www.codingninjas.com/studio/problems/longest-increasing-subsequence_630459,https://practice.geeksforgeeks.org/problems/longest-increasing-subsequence-1587115620/1,https://www.youtube.com/watch?v=ekcwMsSIzVc,https://takeuforward.org/data-structure/longest-increasing-subsequence-dp-41/,https://takeuforward.org/plus/dsa/problems/longest-increasing-subsequence,https://takeuforward.org/plus/dsa/problems/longest-increasing-subsequence?tab=editorial,,https://www.codingninjas.com/studio/problems/longest-increasing-subsequence_630459?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,,https://youtu.be/ekcwMsSIzVc,,,,
425,16,Dynamic Programming [Patterns and Problems],7,DP on LIS,2,2,printinglngstincrsingsbsqncdp42,Printing Longest Increasing Subsequence|(DP-42),Hard,2,Data Structures | Arrays | Dynamic Programming | Recursion,,https://www.codingninjas.com/studio/problems/printing-longest-increasing-subsequence_8360670,https://www.geeksforgeeks.org/problems/printing-longest-increasing-subsequence/1,https://www.youtube.com/watch?v=IFfYfonAFGc,https://takeuforward.org/data-structure/printing-longest-increasing-subsequence-dp-42/,https://takeuforward.org/plus/dsa/problems/print-longest-increasing-subsequence,https://takeuforward.org/plus/dsa/problems/print-longest-increasing-subsequence?tab=editorial,,https://www.codingninjas.com/studio/problems/printing-longest-increasing-subsequence_8360670?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3XiRbmG,https://youtu.be/IFfYfonAFGc,,,,gfg:bitly_expanded_destination_unverified
426,16,Dynamic Programming [Patterns and Problems],7,DP on LIS,3,3,lngstincrsingsbsqncdp43,Longest Increasing Subsequence |(DP-43),Hard,2,Arrays | Recursion | Dynamic Programming | Data Structures,,https://www.codingninjas.com/studio/problems/longest-increasing-subsequence_630459,https://www.geeksforgeeks.org/problems/longest-increasing-subsequence-1587115620/1,https://www.youtube.com/watch?v=on2hvxBXJH4,https://takeuforward.org/data-structure/longest-increasing-subsequence-binary-search-dp-43/,https://takeuforward.org/plus/dsa/problems/longest-increasing-subsequence,https://takeuforward.org/plus/dsa/problems/longest-increasing-subsequence?tab=editorial,,https://www.codingninjas.com/studio/problems/longest-increasing-subsequence_630459?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3Pxf84L,https://youtu.be/on2hvxBXJH4,,,,gfg:bitly_expanded_destination_unverified
427,16,Dynamic Programming [Patterns and Problems],7,DP on LIS,4,4,lrgstdivisiblsbstdp44,Largest Divisible Subset|(DP-44),Hard,2,Arrays | Recursion | Data Structures | Dynamic Programming,https://leetcode.com/problems/largest-divisible-subset/,https://www.codingninjas.com/studio/problems/divisible-set_3754960,https://www.geeksforgeeks.org/problems/largest-divisible-subset--170643/1,https://www.youtube.com/watch?v=gDuZwBW9VvM,https://takeuforward.org/data-structure/longest-divisible-subset-dp-44/,https://takeuforward.org/plus/dsa/problems/largest-divisible-subset,https://takeuforward.org/plus/dsa/problems/largest-divisible-subset?tab=editorial,,https://www.codingninjas.com/studio/problems/divisible-set_3754960?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3hYsWKC,https://youtu.be/gDuZwBW9VvM,,,,gfg:bitly_expanded_destination_unverified
428,16,Dynamic Programming [Patterns and Problems],7,DP on LIS,5,5,lngststringchindp45,Longest String Chain|(DP-45),Hard,2,String | Dynamic Programming | Data Structures | Recursion,https://leetcode.com/problems/longest-string-chain/,https://www.codingninjas.com/studio/problems/longest-string-chain_3752111,https://www.geeksforgeeks.org/problems/longest-string-chain/1,https://www.youtube.com/watch?v=YY8iBaYcc4g,https://takeuforward.org/data-structure/longest-string-chain-dp-45/,https://takeuforward.org/plus/dsa/problems/longest-string-chain,https://takeuforward.org/plus/dsa/problems/longest-string-chain?tab=editorial,,https://www.codingninjas.com/studio/problems/longest-string-chain_3752111?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3TSqOkS,https://youtu.be/YY8iBaYcc4g,,,,gfg:bitly_expanded_destination_unverified
429,16,Dynamic Programming [Patterns and Problems],7,DP on LIS,6,6,lngstbitnicsbsqncdp46,Longest Bitonic Subsequence |(DP-46),Hard,2,Arrays | Recursion | Data Structures | Dynamic Programming,,https://www.codingninjas.com/studio/problems/longest-bitonic-sequence_1062688,https://practice.geeksforgeeks.org/problems/longest-bitonic-subsequence0824/1,https://www.youtube.com/watch?v=y4vN0WNdrlg,https://takeuforward.org/data-structure/longest-bitonic-subsequence-dp-46/,https://takeuforward.org/plus/dsa/problems/longest-bitonic-subsequence,https://takeuforward.org/plus/dsa/problems/longest-bitonic-subsequence?tab=editorial,,https://www.codingninjas.com/studio/problems/longest-bitonic-sequence_1062688?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,,https://youtu.be/y4vN0WNdrlg,,,,
430,16,Dynamic Programming [Patterns and Problems],7,DP on LIS,7,7,nmbrflngstincrsingsbsqncsdp47,Number of Longest Increasing Subsequences|(DP-47),Hard,2,Arrays | Dynamic Programming | Graph | Data Structures,https://leetcode.com/problems/number-of-longest-increasing-subsequence/,https://www.codingninjas.com/studio/problems/number-of-longest-increasing-subsequence_3751627,https://www.geeksforgeeks.org/problems/number-of-longest-increasing-subsequence/1,https://www.youtube.com/watch?v=cKVl1TFdNXg,https://takeuforward.org/data-structure/number-of-longest-increasing-subsequences-dp-47/,https://takeuforward.org/plus/dsa/problems/number-of-longest-increasing-subsequences,https://takeuforward.org/plus/dsa/problems/number-of-longest-increasing-subsequences?tab=editorial,,https://www.codingninjas.com/studio/problems/number-of-longest-increasing-subsequence_3751627?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3EohD60,https://youtu.be/cKVl1TFdNXg,,,,gfg:bitly_expanded_destination_unverified
431,16,Dynamic Programming [Patterns and Problems],8,MCM DP | Partition DP,1,1,mtrixchinmltiplictindp48,Matrix Chain Multiplication|(DP-48),Hard,2,Arrays | Dynamic Programming | Data Structures | Recursion,,https://www.codingninjas.com/studio/problems/matrix-chain-multiplication_624880,https://www.geeksforgeeks.org/problems/matrix-chain-multiplication0303/1,https://www.youtube.com/watch?v=vRVfmbCFW7Y,https://takeuforward.org/dynamic-programming/matrix-chain-multiplication-dp-48/,https://takeuforward.org/plus/dsa/problems/matrix-chain-multiplication,https://takeuforward.org/plus/dsa/problems/matrix-chain-multiplication?tab=editorial,,https://www.codingninjas.com/studio/problems/matrix-chain-multiplication_624880?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3Cgg36D,https://youtu.be/vRVfmbCFW7Y,,,,gfg:bitly_expanded_destination_unverified
432,16,Dynamic Programming [Patterns and Problems],8,MCM DP | Partition DP,2,2,mtrixchinmltiplictinbttmpdp49,Matrix Chain Multiplication | Bottom-Up|(DP-49),Hard,2,Arrays | Dynamic Programming | Recursion | Data Structures,,https://www.codingninjas.com/studio/problems/matrix-chain-multiplication_624880,https://www.geeksforgeeks.org/problems/matrix-chain-multiplication0303/1,https://www.youtube.com/watch?v=pDCXsbAw5Cg,https://takeuforward.org/data-structure/matrix-chain-multiplication-tabulation-method-dp-49/,https://takeuforward.org/plus/dsa/problems/matrix-chain-multiplication,https://takeuforward.org/plus/dsa/problems/matrix-chain-multiplication?tab=editorial,,https://www.codingninjas.com/studio/problems/matrix-chain-multiplication_624880?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3Cgg36D,https://youtu.be/pDCXsbAw5Cg,,,,gfg:bitly_expanded_destination_unverified
433,16,Dynamic Programming [Patterns and Problems],8,MCM DP | Partition DP,3,3,minimmcsttctthstickdp50,Minimum Cost to Cut the Stick|(DP-50),Hard,2,Arrays | Dynamic Programming | Data Structures | Recursion,https://leetcode.com/problems/minimum-cost-to-cut-a-stick/,https://www.codingninjas.com/studio/problems/rod-cutting-problem_800284,https://www.geeksforgeeks.org/problems/rod-cutting0840/1,https://www.youtube.com/watch?v=xwomavsC86c,https://takeuforward.org/data-structure/minimum-cost-to-cut-the-stick-dp-50/,https://takeuforward.org/plus/dsa/problems/minimum-cost-to-cut-the-stick,https://takeuforward.org/plus/dsa/problems/minimum-cost-to-cut-the-stick?tab=editorial,,https://www.codingninjas.com/studio/problems/rod-cutting-problem_800284?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3K3ItCE,https://youtu.be/xwomavsC86c,,,,gfg:bitly_expanded_destination_unverified
434,16,Dynamic Programming [Patterns and Problems],8,MCM DP | Partition DP,4,4,brstbllnsdp51,Burst Balloons|(DP-51),Hard,2,Arrays | Data Structures | Dynamic Programming | Recursion,https://leetcode.com/problems/burst-balloons/,https://www.codingninjas.com/codestudio/problems/burst-balloons_628471,https://www.geeksforgeeks.org/batch-problems/maximum-triple-product/1/,https://www.youtube.com/watch?v=Yz4LlDSlkns,https://takeuforward.org/data-structure/burst-balloons-partition-dp-dp-51/,https://takeuforward.org/plus/dsa/problems/burst-balloons,https://takeuforward.org/plus/dsa/problems/burst-balloons?tab=editorial,,https://www.codingninjas.com/codestudio/problems/burst-balloons_628471?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3A9LdKp,https://youtu.be/Yz4LlDSlkns,,,,gfg:bitly_expanded_destination_unverified
435,16,Dynamic Programming [Patterns and Problems],8,MCM DP | Partition DP,5,5,vltblnxprssinttrdp52,Evaluate Boolean Expression to True|(DP-52),Hard,2,String | Data Structures | Dynamic Programming | Recursion,https://leetcode.com/problems/parsing-a-boolean-expression/,https://www.codingninjas.com/studio/problems/boolean-evaluation_1214650,https://www.geeksforgeeks.org/problems/boolean-parenthesization5610/1,https://www.youtube.com/watch?v=MM7fXopgyjw,https://takeuforward.org/data-structure/evaluate-boolean-expression-to-true-partition-dp-dp-52/,,,,https://www.codingninjas.com/studio/problems/boolean-evaluation_1214650?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3QFAe2o,https://youtu.be/MM7fXopgyjw,,,,gfg:bitly_expanded_destination_unverified
436,16,Dynamic Programming [Patterns and Problems],8,MCM DP | Partition DP,6,6,plindrmprtitiningiidp53,Palindrome Partitioning - II|(DP-53),Hard,2,String | Data Structures | Dynamic Programming,https://leetcode.com/problems/palindrome-partitioning-ii/,https://www.codingninjas.com/studio/problems/palindrome-partitioning-ll_873266,https://www.geeksforgeeks.org/problems/palindromic-patitioning4845/1,https://www.youtube.com/watch?v=_H8V5hJUGd0,https://takeuforward.org/data-structure/palindrome-partitioning-ii-front-partition-dp-53/,https://takeuforward.org/plus/dsa/problems/palindrome-partitioning-ii-,https://takeuforward.org/plus/dsa/problems/palindrome-partitioning-ii-tab=editorial,,https://www.codingninjas.com/studio/problems/palindrome-partitioning-ll_873266?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3QP6gsc,https://youtu.be/_H8V5hJUGd0,,,,gfg:bitly_expanded_destination_unverified
437,16,Dynamic Programming [Patterns and Problems],8,MCM DP | Partition DP,7,7,prtitinrryfrmximmsmdp54,Partition Array for Maximum Sum|(DP-54),Hard,2,Arrays | Dynamic Programming | Recursion | Data Structures,https://leetcode.com/problems/partition-array-for-maximum-sum/,https://www.codingninjas.com/studio/problems/partition-array-for-maximum-sum_3755255,https://www.geeksforgeeks.org/problems/partition-array-for-maximum-sum/1,https://www.youtube.com/watch?v=PhWWJmaKfMc,https://takeuforward.org/data-structure/partition-array-for-maximum-sum-front-partition-dp-54/,,,,https://www.codingninjas.com/studio/problems/partition-array-for-maximum-sum_3755255?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3AUSIGj,https://youtu.be/PhWWJmaKfMc,,,,gfg:bitly_expanded_destination_unverified
